transaction_id,transaction_date,transaction_time,store_id,store_location,product_id,transaction_qty,unit_price,Total Bill,product_category,product_type,product_detail,Size,Month Name,Day Name,Hour,Day of Week,Month
146224,27-06-2023,7.14.03 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Tuesday,19,2,6
146341,28-06-2023,7.58.34 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Wednesday,7,3,6
146862,28-06-2023,1.56.44 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Wednesday,13,3,6
146884,28-06-2023,2.08.22 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Wednesday,14,3,6
146896,28-06-2023,2.18.25 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Wednesday,14,3,6
146939,28-06-2023,2.46.23 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Wednesday,14,3,6
147089,28-06-2023,4.23.47 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Wednesday,16,3,6
147209,28-06-2023,5.48.47 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Wednesday,17,3,6
147482,29-06-2023,9.03.37 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Thursday,9,4,6
147520,29-06-2023,9.31.21 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Thursday,9,4,6
147792,29-06-2023,12.58.51 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Thursday,12,4,6
148043,29-06-2023,4.05.03 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Thursday,16,4,6
149421,30-06-2023,7.17.53 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Friday,19,5,6
80666,01-05-2023,11.33.29 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Monday,11,1,5
81671,02-05-2023,11.18.24 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Tuesday,11,2,5
82476,02-05-2023,7.39.47 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Tuesday,19,2,5
82865,03-05-2023,12.24.57 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Wednesday,12,3,5
82883,03-05-2023,12.42.55 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Wednesday,12,3,5
82886,03-05-2023,12.44.17 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Wednesday,12,3,5
83495,03-05-2023,6.57.29 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Wednesday,18,3,5
83840,04-05-2023,11.59.23 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Thursday,11,4,5
84042,04-05-2023,1.57.40 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Thursday,13,4,5
84105,04-05-2023,2.31.43 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Thursday,14,4,5
84443,04-05-2023,5.53.30 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Thursday,17,4,5
84461,04-05-2023,6.05.27 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Thursday,18,4,5
84864,05-05-2023,11.24.27 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Friday,11,5,5
84926,05-05-2023,12.01.03 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Friday,12,5,5
85147,05-05-2023,2.19.59 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Friday,14,5,5
85189,05-05-2023,2.42.16 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Friday,14,5,5
85396,05-05-2023,4.52.40 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Friday,16,5,5
85657,05-05-2023,7.51.09 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Friday,19,5,5
86066,06-05-2023,1.32.35 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Saturday,13,6,5
87333,07-05-2023,12.01.18 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Sunday,12,0,5
87517,07-05-2023,4.17.25 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Sunday,16,0,5
87601,07-05-2023,6.07.09 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Sunday,18,0,5
88248,08-05-2023,10.42.48 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Monday,10,1,5
88313,08-05-2023,11.09.47 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Monday,11,1,5
88392,08-05-2023,12.09.57 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Monday,12,1,5
88459,08-05-2023,1.13.25 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Monday,13,1,5
88592,08-05-2023,3.00.40 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Monday,15,1,5
88721,08-05-2023,4.58.47 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Monday,16,1,5
88884,08-05-2023,7.54.56 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Monday,19,1,5
89168,09-05-2023,8.39.35 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Tuesday,8,2,5
89201,09-05-2023,8.55.36 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Tuesday,8,2,5
89296,09-05-2023,9.32.40 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Tuesday,9,2,5
89621,09-05-2023,12.04.39 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Tuesday,12,2,5
90139,10-05-2023,7.24.26 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Wednesday,7,3,5
90480,10-05-2023,9.37.38 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Wednesday,9,3,5
90883,10-05-2023,2.03.46 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Wednesday,14,3,5
91547,11-05-2023,9.10.48 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Thursday,9,4,5
91589,11-05-2023,9.32.07 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Thursday,9,4,5
92137,11-05-2023,5.34.29 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Thursday,17,4,5
92201,11-05-2023,7.17.53 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Thursday,19,4,5
93940,13-05-2023,10.56.47 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Saturday,10,6,5
94229,13-05-2023,4.14.54 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Saturday,16,6,5
94304,13-05-2023,5.45.45 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Saturday,17,6,5
94563,14-05-2023,8.30.02 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Sunday,8,0,5
95249,14-05-2023,2.16.04 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Sunday,14,0,5
95638,15-05-2023,7.39.31 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Monday,7,1,5
95935,15-05-2023,9.32.07 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Monday,9,1,5
96150,15-05-2023,10.45.52 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Monday,10,1,5
96416,15-05-2023,3.00.09 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Monday,15,1,5
96458,15-05-2023,3.54.25 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Monday,15,1,5
97523,16-05-2023,1.33.56 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Tuesday,13,2,5
97759,16-05-2023,5.39.04 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Tuesday,17,2,5
98266,17-05-2023,9.26.25 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Wednesday,9,3,5
98318,17-05-2023,9.47.36 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Wednesday,9,3,5
98321,17-05-2023,9.49.01 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Wednesday,9,3,5
99379,18-05-2023,9.54.47 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Thursday,9,4,5
99628,18-05-2023,11.39.57 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Thursday,11,4,5
99775,18-05-2023,2.08.07 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Thursday,14,4,5
100005,18-05-2023,6.10.19 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Thursday,18,4,5
100263,19-05-2023,7.39.31 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Friday,7,5,5
100580,19-05-2023,9.32.07 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Friday,9,5,5
100602,19-05-2023,9.44.36 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Friday,9,5,5
100790,19-05-2023,10.45.52 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Friday,10,5,5
101094,19-05-2023,3.54.25 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Friday,15,5,5
101452,20-05-2023,8.21.01 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Saturday,8,6,5
101509,20-05-2023,8.34.24 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Saturday,8,6,5
101687,20-05-2023,9.20.53 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Saturday,9,6,5
101725,20-05-2023,9.29.37 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Saturday,9,6,5
101903,20-05-2023,10.25.13 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Saturday,10,6,5
101940,20-05-2023,10.36.00 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Saturday,10,6,5
101988,20-05-2023,10.53.45 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Saturday,10,6,5
102011,20-05-2023,11.25.36 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Saturday,11,6,5
102170,20-05-2023,2.54.24 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Saturday,14,6,5
102381,20-05-2023,7.13.31 PM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Saturday,19,6,5
102552,21-05-2023,8.17.01 AM,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Sunday,8,0,5
